Map No.	Sample number	Flat number plant number (vlookup)	Tissue collected	underscore	Full Label	Pedigree	Box No.	Remarks (plate)	Remarks (well)	Collector name	Date of collection	RNA stock concentration (ng/ul)	RNA diluted concentration (ng/ul)	Accession  	Origin	Source	DNA_Plate	Row (extrapolated)	Column (extrapolated)	Nextera N7 primer	Nextera S5 primer	Notes
90	75	14A0075	LMAN_8	_	LMAN_8_14A0075		KAK_RNA_9			Shu Sara	8082014		552	Ia5125			KAK_9	B	12	715	515	
91	77	14A0077	LMAN_8	_	LMAN_8_14A0077		KAK_RNA_9			Shu Sara	8082014		217	Il14H			KAK_9	C	12	715	516	
92	81	14A0081	LMAN_8	_	LMAN_8_14A0081		KAK_RNA_9			Shu Sara	8082014		199	C123			KAK_9	D	12	715	517	
93	83	14A0083	LMAN_8	_	LMAN_8_14A0083		KAK_RNA_9			Shu Sara	8082014		525	A641			KAK_9	E	12	715	518	
94	BLANK	14ABLANK	LMAN_8	_	LMAN_8_14ABLANK_KAK9_F12		KAK_RNA_9			Shu Sara	8082014		8	#N/A			KAK_9	F	12	715	520	
95	85	14A0085	LMAN_8	_	LMAN_8_14A0085		KAK_RNA_9			Shu Sara	8082014		340	A679			KAK_9	G	12	715	521	
96	89	14A0089	LMAN_8	_	LMAN_8_14A0089		KAK_RNA_9			Shu Sara	8082014		158	B103			KAK_9	H	12	715	522	
1	343	14A0343	LMAN_8	_	LMAN_8_14A0343		KAK_RNA_11			Alberto Mei	8082014		324	IDS69			KAK_11	A	1	716	502	
2	345	14A0345	LMAN_8	_	LMAN_8_14A0345		KAK_RNA_11			Alberto Mei	8082014		277	E2558W			KAK_11	B	1	716	503	
3	357	14A0357	LMAN_8	_	LMAN_8_14A0357		KAK_RNA_11			Alberto Mei	8082014		206	L317			KAK_11	C	1	716	505	
4	377	14A0377	LMAN_8	_	LMAN_8_14A0377		KAK_RNA_11			Alberto Mei	8082014		194	Pa91			KAK_11	D	1	716	506	
5	381	14A0381	LMAN_8	_	LMAN_8_14A0381		KAK_RNA_11			Alberto Mei	8082014		147	B73			KAK_11	E	1	716	507	
6	393	14A0393	LMAN_8	_	LMAN_8_14A0393		KAK_RNA_11			Alberto Mei	8082014		223	Il677a			KAK_11	F	1	716	508	
7	395	14A0395	LMAN_8	_	LMAN_8_14A0395		KAK_RNA_11			Alberto Mei	8082014		85	Va14			KAK_11	G	1	716	510	
8	435	14A0435	LMAN_8	_	LMAN_8_14A0435		KAK_RNA_11			Alberto Mei	8082014		253	CML 328			KAK_11	H	1	716	511	
9	BLANK	14ABLANK	LMAN_8	_	LMAN_8_14ABLANK_KAK11_A2		KAK_RNA_11			Alberto Mei	8082014		8	#N/A			KAK_11	A	2	718	502	
10	445	14A0445	LMAN_8	_	LMAN_8_14A0445		KAK_RNA_11			Alberto Mei	8082014		358	NC340			KAK_11	B	2	718	503	
11	455	14A0455	LMAN_8	_	LMAN_8_14A0455		KAK_RNA_11			Alberto Mei	8082014		79	B73			KAK_11	C	2	718	505	
12	503	14A0503	LMAN_8	_	LMAN_8_14A0503		KAK_RNA_11			Alberto Mei	8082014		198	CI 187-2			KAK_11	D	2	718	506	
13	567	14A0567	LMAN_8	_	LMAN_8_14A0567		KAK_RNA_11			Alberto Mei	8082014		351	CML418			KAK_11	E	2	718	507	
14	575	14A0575	LMAN_8	_	LMAN_8_14A0575		KAK_RNA_11		cap popped, but prob no crox contamination	Alberto Mei	8082014		279	DE_3			KAK_11	F	2	718	508	
15	577	14A0577	LMAN_8	_	LMAN_8_14A0577		KAK_RNA_11		cap popped, but prob no crox contamination	Alberto Mei	8082014		140	MR20(Shoepeg)			KAK_11	G	2	718	510	
16	570	14A0570	LMAD_8	_	LMAD_8_14A0570		KAK_RNA_11			Shu Sara	8082014		356	CML505			KAK_11	H	2	718	511	
17	576	14A0576	LMAD_8	_	LMAD_8_14A0576		KAK_RNA_11			Shu Sara	8082014		280	MR19(Santo Domingo)			KAK_11	A	3	719	502	
18	570	14A0570	LMAN_8	_	LMAN_8_14A0570		KAK_RNA_11			Karl Jeremy	8082014		254	CML505			KAK_11	B	3	719	503	
19	576	14A0576	LMAN_8	_	LMAN_8_14A0576		KAK_RNA_11			Karl Jeremy	8082014		207	MR19(Santo Domingo)			KAK_11	C	3	719	505	
20	29	14A0029	LMAD_26	_	LMAD_26_14A0029		KAK_RNA_11			Kenta Jiang	8262014		585	B73			KAK_11	D	3	719	506	
21	30	14A0030	LMAD_26	_	LMAD_26_14A0030		KAK_RNA_11			Kenta Jiang	8262014		240	P39			KAK_11	E	3	719	507	
22	41	14A0041	LMAD_26	_	LMAD_26_14A0041		KAK_RNA_11			Kenta Jiang	8262014		722	B64			KAK_11	F	3	719	508	
23	79	14A0079	LMAD_26	_	LMAD_26_14A0079		KAK_RNA_11			Kenta Jiang	8262014		631	4226			KAK_11	G	3	719	510	
24	87	14A0087	LMAD_26	_	LMAD_26_14A0087		KAK_RNA_11			Kenta Jiang	8262014		101	Os420			KAK_11	H	3	719	511	
25	93	14A0093	LMAD_26	_	LMAD_26_14A0093		KAK_RNA_11			Kenta Jiang	8262014		190	NC262			KAK_11	A	4	720	502	
26	113	14A0113	LMAD_26	_	LMAD_26_14A0113		KAK_RNA_11			Kenta Jiang	8262014		134	B73			KAK_11	B	4	720	503	
27	114	14A0114	LMAD_26	_	LMAD_26_14A0114		KAK_RNA_11			Kenta Jiang	8262014		497	MS71			KAK_11	C	4	720	505	
28	137	14A0137	LMAD_26	_	LMAD_26_14A0137		KAK_RNA_11			Kenta Jiang	8262014		491	NC250			KAK_11	D	4	720	506	
29	155	14A0155	LMAD_26	_	LMAD_26_14A0155		KAK_RNA_11			Kenta Jiang	8262014		334	B84			KAK_11	E	4	720	507	
30	157	14A0157	LMAD_26	_	LMAD_26_14A0157		KAK_RNA_11			Kenta Jiang	8262014		272	B46			KAK_11	F	4	720	508	
31	167	14A0167	LMAD_26	_	LMAD_26_14A0167		KAK_RNA_11			Kenta Jiang	8262014		335	NC314			KAK_11	G	4	720	510	
32	169	14A0169	LMAD_26	_	LMAD_26_14A0169		KAK_RNA_11			Kenta Jiang	8262014		295	CML 10			KAK_11	H	4	720	511	
33	171	14A0171	LMAD_26	_	LMAD_26_14A0171		KAK_RNA_11			Kenta Jiang	8262014		481	B77			KAK_11	A	5	721	502	
34	185	14A0185	LMAD_26	_	LMAD_26_14A0185		KAK_RNA_11			Kenta Jiang	8262014		136	B73			KAK_11	B	5	721	503	
35	186	14A0186	LMAD_26	_	LMAD_26_14A0186		KAK_RNA_11			Kenta Jiang	8262014		102	R109B			KAK_11	C	5	721	505	
36	193	14A0193	LMAD_26	_	LMAD_26_14A0193		KAK_RNA_11			Kenta Jiang	8262014		358	B52			KAK_11	D	5	721	506	
37	209	14A0209	LMAD_26	_	LMAD_26_14A0209		KAK_RNA_11			Kenta Jiang	8262014		318	NC306			KAK_11	E	5	721	507	
38	211	14A0211	LMAD_26	_	LMAD_26_14A0211		KAK_RNA_11			Kenta Jiang	8262014		488	NC326			KAK_11	F	5	721	508	
39	215	14A0215	LMAD_26	_	LMAD_26_14A0215		KAK_RNA_11			Kenta Jiang	8262014		188	N28Ht			KAK_11	G	5	721	510	
40	221	14A0221	LMAD_26	_	LMAD_26_14A0221		KAK_RNA_11			Kenta Jiang	8262014		187	R4			KAK_11	H	5	721	511	
41	223	14A0223	LMAD_26	_	LMAD_26_14A0223		KAK_RNA_11			Kenta Jiang	8262014		385	NC342			KAK_11	A	6	722	502	
42	239	14A0239	LMAD_26	_	LMAD_26_14A0239		KAK_RNA_11			Kenta Jiang	8262014		48	B73			KAK_11	B	6	722	503	
43	240	14A0240	LMAD_26	_	LMAD_26_14A0240		KAK_RNA_11			Kenta Jiang	8262014		99	W22 R-rstd			KAK_11	C	6	722	505	
44	243	14A0243	LMAD_26	_	LMAD_26_14A0243		KAK_RNA_11			Kenta Jiang	8262014		191	Ill.Hy			KAK_11	D	6	722	506	
45	245	14A0245	LMAD_26	_	LMAD_26_14A0245		KAK_RNA_11			Kenta Jiang	8262014		351	DE811			KAK_11	E	6	722	507	
46	253	14A0253	LMAD_26	_	LMAD_26_14A0253		KAK_RNA_11			Kenta Jiang	8262014		534	CI 21E			KAK_11	F	6	722	508	
47	259	14A0259	LMAD_26	_	LMAD_26_14A0259		KAK_RNA_11			Kenta Jiang	8262014		311	CI 7 Goodman-Buckler			KAK_11	G	6	722	510	
48	269	14A0269	LMAD_26	_	LMAD_26_14A0269		KAK_RNA_11			Kenta Jiang	8262014		237	NC360			KAK_11	H	6	722	511	
49	273	14A0273	LMAD_26	_	LMAD_26_14A0273		KAK_RNA_11			Kenta Jiang	8262014		679	CML 77			KAK_11	A	7	723	502	
50	285	14A0285	LMAD_26	_	LMAD_26_14A0285		KAK_RNA_11			Kenta Jiang	8262014		446	T232			KAK_11	B	7	723	503	
51	293	14A0293	LMAD_26	_	LMAD_26_14A0293		KAK_RNA_11			Kenta Jiang	8262014		518	CI64			KAK_11	C	7	723	505	
52	299	14A0299	LMAD_26	_	LMAD_26_14A0299		KAK_RNA_11			Kenta Jiang	8262014		612	I137TN			KAK_11	D	7	723	506	
53	303	14A0303	LMAD_26	_	LMAD_26_14A0303		KAK_RNA_11			Kenta Jiang	8262014		80	B73			KAK_11	E	7	723	507	
54	304	14A0304	LMAD_26	_	LMAD_26_14A0304		KAK_RNA_11			Kenta Jiang	8262014		300	B115			KAK_11	F	7	723	508	
55	307	14A0307	LMAD_26	_	LMAD_26_14A0307		KAK_RNA_11			Kenta Jiang	8262014		553	A441-5			KAK_11	G	7	723	510	
